fecha,u[m/s]         ,Ts[degC]       ,a[g/m3]        ,p_ref[hPa]     ,Var[u]         ,Var[Ts]        ,Var[a]         ,dir[deg]       ,ustar[m/s]     ,HTs[W/m2]      ,LvE[W/m2]      ,z/L            ,z/L-virt       ,Flag(ustar)    ,Flag(HTs)      ,Flag(LvE)      , r_err_ustar[%],   r_err_HTs[%],   r_err_LvE[%],T_min,T_max
2018-08-29,2.8157745645833323,12.41540781666666,10.669364306382974,1012.2458649583338,0.7716620604166665,0.23099190833333308,0.08995467446808507,143.55352441354168,0.2909582583333333,30.478128537499988,33.15028160322581,0.04365486666666668,0.043605874999999995,1.1979166666666667,2.2083333333333335,2.4375,7.467356434374999,13.92515438229166,33.75050313333333,5.279854300000007,22.64571189999998
2018-08-30,6.134527093749997,8.753448708333329,8.852720932291664,1019.2685108645829,2.7291217010416653,0.12409647499999994,0.18116114479166678,278.19867324999984,0.6704955791666665,45.01993901041666,49.61492017604166,-0.0005782343749999988,-0.0007817552083333312,1.0,3.0104166666666665,1.59375,4.0149758604166665,9.375583619791664,24.086705968749982,6.115161899999987,10.7208071
2018-08-31,4.6660586708333325,6.817209788541665,8.288746285416668,1026.7935842291656,1.72934596875,0.1665687572916666,0.01739777083333333,261.6444317458334,0.5322680635416664,21.122959159375,37.99220975208332,-0.003067994791666664,-0.0033971312499999993,1.0,2.40625,1.1666666666666667,4.191395439583332,9.350243014583334,12.159450256249995,5.5055380000000005,9.0695829
2018-09-01,2.9709277531250002,7.406938215624998,7.52293164111111,1029.099347479166,0.7858482531249994,0.29269318541666656,0.1574425288888889,239.34851392083328,0.3123129718750001,60.231912023655894,24.633059392222222,0.19092120520833333,0.1976548447916667,1.5208333333333333,2.1875,2.75,6.1703723239583335,21.387127801075273,27.52111608555554,4.188838999999991,10.324846299999992
2018-09-02,1.9857059968749997,8.026292453125,12.223561614583325,1025.3924459687498,0.4428723562499996,0.2588836645833333,1.4972180833333335,206.54328929895826,0.20266555104166661,60.94856262261907,60.727714704166566,0.41995872395833217,0.31470200208333354,2.3020833333333335,4.364583333333333,6.020833333333333,8.226703823958335,18.07114142261905,42.4733592125,0.5659297999999994,14.781262399999997
2018-09-03,1.682320404166667,10.568448677083328,25.89368537058824,1023.2308871145827,0.38519845833333316,0.33154563645833346,8.185195766176468,118.8788815479166,0.1953313447916666,55.728041343010716,53.91965828970585,0.6910796791666662,0.34802725312499977,2.2083333333333335,3.3020833333333335,5.041666666666667,9.368455654166667,23.06468271505376,63.952850489705874,2.8942609000000044,17.701265299999985
2018-09-04,3.304576828124999,12.552239009375,8.965161251190473,1018.1461843229163,0.9373085531249995,0.1879248166666665,0.3556962404761902,86.62393196145835,0.3328006479166666,41.50140659687495,40.505845247619035,0.11741305937499984,0.11037930624999977,1.03125,1.9479166666666667,3.5,4.762174815624998,11.059818301041666,49.392420302380934,5.183933299999992,19.608543399999967
2018-09-05,3.9774804593749984,14.239226138541666,8.328102722580642,1014.8876883749999,1.208566512499999,0.15641303125,0.1375677064516129,93.36731031979163,0.4174857718750001,22.566337381250005,51.917207745901614,0.01109929479166666,0.010626530208333332,1.0,3.0208333333333335,5.09375,4.308076271875,9.744985391666667,47.043241129508196,8.23392679999998,21.17437930000004
2018-09-06,2.65400920625,12.32806827708333,7.164491382608695,1014.4015496770836,0.5999133927083332,0.2960366468749998,0.13449150441176472,156.06892100000002,0.27863156666666655,57.93366616989245,43.775743902941166,-0.5825911895833333,-0.5725763364583333,1.7083333333333333,2.96875,4.885416666666667,7.335720985416668,20.465485966666662,54.42695109701492,6.626177799999982,20.845737500000027
2018-09-07,2.204711011458333,9.331350713541662,8.443243306122447,1020.3584563854164,0.5146275677083333,0.33223252083333316,0.34607914081632607,132.55679166145828,0.21754270624999994,71.52934135421685,82.8913133673469,0.12450420937499986,0.106658678125,2.0833333333333335,4.208333333333333,5.729166666666667,9.15104446875,18.253631516867465,44.020690116326506,1.6892646999999978,19.665533099999966
2018-09-08,2.343278575,8.500057747916662,7.112059292063493,1026.5910479166666,0.5218787520833329,0.35311498645833317,0.3800098888888889,256.7394687687501,0.24197323645833324,75.3550296215909,-7.101513265079378,0.1189778572916675,0.09931843958333318,1.6666666666666667,2.90625,4.729166666666667,7.379085314583325,11.604381344318183,162.07080883015868,4.147932500000007,12.273376500000019
2018-09-09,2.472233789583334,8.860126635416668,5.223897459259256,1029.0393270416662,0.5615992645833333,0.10274120000000005,26.06351932962963,200.40396006458346,0.25952504166666657,23.44403418522728,18.607532092156863,0.21038572291666655,0.19587849791666637,1.5833333333333333,3.6145833333333335,6.822916666666667,7.0864726010416605,11.75476666818181,62.30892592352939,4.5086589,11.643322
2018-09-10,2.0132884031249985,10.174086349999996,11.509385284126985,1029.0220553749998,0.3584201979166665,0.12607292395833328,24.43183793015874,199.6448699614582,0.20812249687499992,32.28878184895834,30.48830663968251,0.23988734479166654,0.2350728052083332,1.28125,2.8125,4.447916666666667,5.873374888541664,11.095153987499993,42.89611274285714,6.706709899999999,13.702992400000001
2018-09-11,3.2389730083333332,11.571691397916661,13.256476503225793,1023.8084742916664,0.9243796843749998,0.1651057072916666,1.1959784870967738,151.4395524708332,0.33409006874999997,38.07675270108696,62.961848120967765,0.4237967833333332,0.39905937187499996,1.375,3.4791666666666665,4.479166666666667,4.409223635416665,9.567238466304348,25.99347303064516,5.634351700000011,17.651802099999994
2018-09-12,2.936016364583333,12.905028638541665,13.194600238541655,1020.5055751979168,0.8833143968749994,0.02188853541666665,4.763985655208335,110.96996672708333,0.3176664979166667,-6.018452582978729,-29.127827157894743,0.072273903125,0.058848993750000016,1.59375,2.9166666666666665,2.3020833333333335,6.47952653020833,21.447743562765954,37.41215304210525,11.313712099999982,14.882567399999978
2018-09-13,1.740215091666667,11.127531936458324,13.274480621874995,1020.1010971666664,0.41395045520833335,0.39490523125000004,0.015169546875000002,225.02924680624992,0.20466258437499998,78.83216077499993,24.29483939263158,-0.05581210520833332,-0.057721981250000005,1.4895833333333333,1.8645833333333333,3.03125,8.783945251041665,19.143677252083332,44.72403485894734,8.933830299999986,14.061674099999976
2018-09-14,1.9114454937499994,11.50315274791666,11.302751973333331,1018.6591116979171,0.516242716666667,0.4019587770833331,0.24668934111111104,132.70787370104156,0.2191655072916666,78.66090593263154,38.5782053483146,-0.07040488020833337,-0.071723003125,1.4270833333333333,2.3020833333333335,2.6458333333333335,7.089073429166663,32.91138127263156,38.01059191910111,8.33731750000001,17.8618755
2018-09-15,2.1999104510416667,14.638064513541659,15.821126272340415,1016.643796364584,0.49824067916666687,0.1625768895833332,11.788990142553194,183.6887183927082,0.24880802500000002,38.732584753125,19.31965133118277,0.019135452083333313,0.02725727291666666,1.1458333333333333,1.8645833333333333,2.8958333333333335,6.125530581249997,18.044308173958317,44.67339883870967,11.062328299999992,21.04749489999996
2018-09-16,3.888363887499999,15.119390334374986,14.117157722916659,1016.1172314166664,1.3385066822916665,0.03678128229166667,18.481107696874997,154.96779489062484,0.44557469791666654,5.292102939583333,111.5907510578947,0.0077942208333333304,0.006390293749999998,1.0208333333333333,2.90625,3.1354166666666665,4.275350897916664,12.319597140625,57.2239403610526,13.120658900000004,17.610507999999985
2018-09-17,1.812587348958333,15.962035831249993,14.316650058888877,1013.4690787291669,0.336614190625,0.14460262604166654,0.9179983566666667,127.62107402187496,0.20199606145833338,27.108208072916668,34.84003483777777,-0.017347545833333304,-0.01909818541666665,1.09375,1.9583333333333333,3.4166666666666665,7.177314371874992,16.300201691666665,81.66102406444443,12.187880499999991,20.662282900000026
2018-09-18,2.8709966197916654,15.029389955208329,13.13793547222222,1008.2624791666667,0.9857726791666668,0.09532876249999998,1.6891607966666666,139.55398944687488,0.3196990104166665,18.06717149157894,2.385469741573037,-0.0008882718750000011,0.01638547604166667,1.3333333333333333,2.25,3.7291666666666665,5.306791351041667,15.220486989473681,73.95774311011236,12.38245959999997,19.418504700000028
2018-09-19,3.051097158333334,12.61031176979166,10.869477064210521,1006.5554422291665,1.350624009375,1.074195509375,13.752138356842101,150.35900816041664,0.4283379687499999,217.77841666458332,73.41657748526313,0.1479033375,0.11868430104166665,1.4375,2.40625,2.8958333333333335,5.469615353125,13.387037962499997,38.548130948421075,7.748328700000001,17.352008800000018
2018-09-20,2.7246443479166644,12.69161170208333,11.163134753521126,1013.3508505208332,0.6904409291666661,0.19229411770833327,6.815020532394362,64.08506177500001,0.27351996041666665,35.31071650526315,107.47009139014092,0.21866601874999977,0.20066858333333346,1.25,2.625,3.5520833333333335,4.977482007291667,9.97367168631579,19.921335581690144,5.061661700000001,19.914495499999976
2018-09-21,3.222914010416666,14.965572395833336,11.377261920833329,1009.0518538333332,0.9354647927083336,0.22179227708333335,0.7337190291666668,137.44527311770833,0.33319124270833317,43.84859802083332,55.010816084374994,0.8922975687499998,0.7346858604166666,1.5208333333333333,2.3125,1.75,6.118390084375001,12.34904846145833,25.14842827291666,8.137562799999989,23.176361099999966
2018-09-22,2.0581623864583323,12.443492540624995,13.667424212987012,1005.0977065239584,1.724394019791667,0.38608572083333326,7.39874315064935,172.50316623125005,0.3193323552083333,497.4898516764706,-31.99261634999998,0.4003428677083323,0.23338148020833335,2.2395833333333335,3.7291666666666665,4.583333333333333,8.067346072916667,20.370236482352926,52.295083559210525,8.449968300000014,22.611408199999968
2018-09-23,1.2970310312499997,11.641702935416665,13.564647099999995,1009.8541788020833,0.22505774895833322,0.3808240666666667,0.28114815882352934,169.169318065625,0.12958389374999998,38.47939454430377,55.103878290196064,-0.34576434375,-0.31626288541666675,2.8229166666666665,5.09375,5.84375,13.244708471874992,29.899000405063294,47.53050371764707,6.267729300000003,15.17324639999999
2018-09-24,2.0044070291666656,11.177170026041665,10.950647918749993,1017.5030460625,0.36696659687499994,0.34738545520833325,0.13539882083333324,226.25763832708336,0.1949594520833333,55.082487478124996,59.93949203645832,0.28959479479166667,0.25683253333333333,1.84375,2.3854166666666665,2.5208333333333335,7.389522355208335,19.464374331249985,50.749554352083344,5.560936000000011,16.4670180999999
2018-09-25,2.1755163416666656,13.379495686458332,13.545378250588232,1017.6455720729165,0.5190546239583331,0.30079693749999986,5.043424956470589,175.59014597604167,0.21655964895833335,46.07224847912087,59.49112066352939,-0.0037597645833333288,0.12105431354166661,2.0625,3.0208333333333335,3.3125,8.594110790624995,23.191304172527463,38.36173168470587,6.294912300000001,20.06224440000004
2018-09-26,3.765932920833333,11.978212013541665,13.283795694736833,1017.9123541770833,1.2623845541666665,0.19961273645833325,1.6707256610526318,241.91976813541655,0.4093374249999999,64.64018742499998,40.00200992,0.04068958333333337,0.07881531562499998,1.1979166666666667,2.5104166666666665,1.8958333333333333,4.982598947916667,14.755871206249992,44.58492895684208,8.356618899999978,15.612653699999933
2018-09-27,4.454131691666664,10.842972058333338,11.625525876041666,1021.4296112812494,1.551271108333333,0.14261358958333328,0.6049708062500002,210.66759490833329,0.49495794895833317,45.80533557812499,48.19445933333332,-0.0008777302083333363,-0.0013454020833333332,1.0,2.5416666666666665,1.3020833333333333,4.285570592708331,9.055895062500001,17.464297647916663,8.224747699999995,13.807703999999992
2018-09-28,5.200363411458333,13.894005018749985,10.951112342105255,1015.5543804687501,2.7554157802083314,2.289262943749999,5.955457646315788,157.48436403541655,0.7725844520833328,585.1474067135415,8.919322428723405,-0.0019003770833333333,-0.0021179552083333314,1.1458333333333333,3.28125,2.5625,3.603197334375,14.274002854166666,59.52380149787233,11.451610599999995,15.75196929999999
2018-09-29,3.971816628124996,15.31325038854166,13.133894096703289,1003.8694598458334,2.885791074999998,3.00675557916667,10.497498912087902,157.06057353541667,0.7005101947916662,1166.0541229294743,98.39896803222223,0.19685730416666666,0.16758260520833335,1.90625,3.4166666666666665,3.6145833333333335,6.469635988541666,25.65392824842105,57.60620176888886,10.012390099999978,18.713588699999963
2018-09-30,2.7294603614583317,12.500387729166663,11.453304523595499,1009.2062480104169,0.7451678541666662,0.16410411145833337,1.2967350707865168,175.50980579374993,0.2845122031249999,29.498497333333294,80.1980648696629,0.17425699479166656,0.21181606041666648,1.4895833333333333,2.4479166666666665,2.6354166666666665,6.068769691666668,11.617672302150535,28.102324955056154,7.9840279,20.229362499999983
2018-10-01,2.912679241666666,9.493739408333328,9.612815147916665,1015.2000898333326,0.92086388125,0.21702255416666663,0.1494350125,239.59968114270828,0.30225097604166656,55.44272496562501,80.46180869479166,0.15342443645833329,0.13564392604166667,1.46875,1.8333333333333333,1.8020833333333333,10.524251924999986,13.908423110416663,22.431981146875,3.834851700000001,13.788168000000022
2018-10-02,3.8098176510416644,9.547374132291663,8.992188413541665,1015.1472123437505,1.3754297979166668,0.21497706666666672,0.24480073645833325,112.54891700208334,0.3788889968750003,59.66701511041663,84.4294704083333,-0.014411252083333331,0.006167244791666642,1.3541666666666667,2.5,2.375,5.238328795833333,21.774725381250008,30.790415476041648,2.2106650000000037,17.50280950000001
2018-10-03,2.685280130208333,10.56968679270833,9.493601986315785,1016.5445684583328,0.7780206260416662,0.3666785687499999,7.377734116842104,155.47261793541665,0.26407328437499994,57.377626509574434,66.82521025531916,0.2585972906249999,0.16683447500000012,1.5416666666666667,2.6145833333333335,2.8020833333333335,6.212901455208338,17.366536559574456,35.58849256595745,3.3026003999999993,17.845466600000005
2018-10-04,3.3961696218750004,10.143476737499999,9.563889190625,1021.1694336770835,1.136865740625,0.2641484614583333,0.21238268333333324,208.6319589177083,0.36275035208333306,66.71224960421051,79.59938271382978,0.06934513229166665,0.066999915625,1.09375,1.8645833333333333,2.0520833333333335,5.099175272916668,11.765806857894733,25.440672060638285,2.7037549000000047,18.48364070000002
2018-10-05,2.5909063468750007,7.878228648958334,9.659049882291667,1024.6034718124995,0.6542041895833334,0.5501064572916662,0.025354901041666666,217.38280789687494,0.276069096875,92.93921036041667,46.98037477291663,0.04608756979166664,0.04330591666666663,1.0,1.28125,1.71875,5.426324733333334,13.045873613541671,27.43240401979165,3.860766599999995,11.138197900000016
2018-10-06,3.7017321822916665,11.97830524791666,12.275154247058818,1017.7339898125001,1.063021610416666,0.23783179895833317,19.034500052941176,95.98861678437497,0.3743293895833331,58.008763547368396,73.39489819058822,0.029454647916666646,0.02921546562499999,1.0,2.09375,3.0833333333333335,4.697270415624998,9.66866212631579,34.33930939999998,4.207263899999991,18.9917183
2018-10-07,4.522828970833332,16.83098952083333,15.445793166666652,1010.980771458333,1.4660560364583333,0.20676110520833327,0.06690006666666662,90.35590771770825,0.4578637416666665,48.688053559374985,72.4858780873684,0.020828092708333332,0.01955706770833333,1.0,2.1145833333333335,1.8541666666666667,4.262208702083334,9.56953149375,19.71824470736843,11.558732999999991,23.745347999999964
2018-10-08,2.7486036833333327,16.879472162500004,15.85307162417582,1006.5790157708329,1.1256685552083334,0.26055392083333323,6.338199642857147,151.52467165729163,0.345726775,153.58122460526315,6.702040406666664,0.11590858541666664,0.10894060520833333,1.4270833333333333,2.1770833333333335,2.96875,5.867190707291665,12.243891931578947,58.83974784888886,10.757968900000014,24.89281849999998
2018-10-09,3.1624593281249993,13.349050412499984,10.87372735104166,1010.9766916249997,0.9202421364583332,0.19164621874999987,0.2699320604166665,185.47156419479165,0.3302285822916666,46.15676387395829,143.25008568229165,0.24099241458333331,0.21510783645833328,1.1458333333333333,1.5,1.9270833333333333,4.789847358333332,10.519759236458325,25.588923238541643,6.908209800000006,18.719083799999968
2018-10-10,3.696422882291667,9.048022592708332,8.923963029166664,1021.455717125,1.2893328145833334,0.2767708458333333,0.1737305791666667,243.44322164791672,0.3601944916666669,67.52185754375,84.25070067812497,0.4533105854166668,0.35674770416666646,1.2083333333333333,1.9166666666666667,1.8020833333333333,4.8578565000000005,12.460182163541667,23.830256381249978,3.8227112,13.983567199999994
2018-10-11,2.4545908260416667,7.968980353124998,9.547605396874998,1025.5980594374987,0.6031747812499997,0.42376339895833315,0.034789114583333315,161.65127460624998,0.2719695322916666,80.35649559479162,54.574627406249995,-0.018155181249999902,-0.02483696770833335,1.1458333333333333,1.5,1.40625,6.3418660666666655,12.217961019791664,19.65216871874999,2.9028284999999987,12.509028400000014
2018-10-12,2.254944940625,10.585178335416662,11.590462499999994,1019.9060160520836,0.49121447291666653,0.22674376249999983,0.03167940833333332,152.46184770208328,0.2507650156249999,47.82749671894734,37.01677938631579,-0.041765204166666514,-0.046956493750000015,1.1041666666666667,1.3645833333333333,1.1458333333333333,5.646703765624999,15.309876030526311,13.381755847368416,8.092131600000007,13.473820700000017
2018-10-13,2.7497585906249995,13.251511339583322,13.16309051249999,1017.1357371458331,0.5682774427083331,0.49474686979166654,0.1034449802083333,133.3270670947917,0.2941219854166667,83.01122796145835,60.56331965052626,0.0014514885416666609,7.015729166667043e-05,1.0625,1.46875,1.9375,5.169528261458332,10.427704862499997,26.491529463157885,7.2935261999999845,19.206651700000016
2018-10-14,4.648890562500001,16.37966551666666,13.292564176041653,1011.4563827916669,2.0447923885416666,0.2443614927083332,0.08839658958333328,96.29435165624996,0.46958531666666675,51.75799322083332,117.74763852210525,0.158881590625,0.13120765312499996,1.75,2.7708333333333335,1.78125,5.919727442708331,18.761065778125,17.987147631578946,10.128156699999984,25.33230210000006
2018-10-15,2.947699776041665,18.457887873958338,15.92540390833332,1007.147947979167,0.7291145927083331,0.29688453958333344,0.12447562500000002,68.97989683854165,0.2834735656250001,55.304943947916655,85.07386220104159,0.07085823541666667,0.053502180208333326,1.7083333333333333,2.15625,2.34375,8.026073448958334,22.173666097916666,32.08425955625,7.96327729999999,28.002269699999957
2018-10-16,2.6886458749999993,19.06819451979166,17.554101231249994,1007.5589821875,0.7775405020833333,0.42986139166666626,0.10584623750000001,125.54753419375002,0.29406574791666656,63.57106475312498,74.79104309270835,0.009313649999999894,0.003038312500000013,1.5208333333333333,1.8125,2.2083333333333335,6.252054174999997,14.541156564583334,25.830749140625,11.071842199999994,25.727401699999977
2018-10-17,2.040431902083333,14.636516222916661,16.282921635416663,1009.9316940416664,0.9860005364583335,3.242365580208334,0.27643664270833335,207.8230935718749,0.2990072166666667,-25.61014697741937,-8.302016915957445,0.11952784895833331,0.07667574479166674,1.7291666666666667,2.3645833333333335,3.34375,7.886787722916665,18.905619478494632,44.84697811063827,9.15423680000001,20.11508370000001
2018-10-18,4.722267824999997,12.274689318749994,13.495066330208319,1019.833076510417,1.7211140812500003,0.1994784624999999,0.3170397593750001,278.8717247625001,0.5203221937499997,84.20786516458334,24.832130298958322,-0.007766328124999999,-0.007389204166666666,1.0,2.5104166666666665,2.2395833333333335,4.585468819791667,25.13705082604166,68.0827273583333,9.895125399999989,15.142139399999982
2018-10-19,4.343224203124997,10.684640199999999,12.016554653124993,1028.0011151458332,1.5447603458333328,0.4165157031249996,0.02577652708333331,254.35322363958332,0.4923580968749999,112.44125520833329,60.72011942395827,-0.004684692708333336,-0.005309592708333337,1.0,1.8541666666666667,1.1145833333333333,4.287858532291667,9.353829618749996,11.918124585416654,7.991333499999997,13.28604410000002
2018-10-20,2.769678258333333,10.365001354166669,11.632858226041664,1025.1487153541664,0.7442508135416658,0.46950830312499997,0.026739323958333328,200.25767103854164,0.3132730666666666,82.2032409520833,53.960901496874975,-0.03474578645833333,-0.03675797812500001,1.0208333333333333,1.2916666666666667,1.2083333333333333,5.425402871875,9.901826683333335,14.355829362499984,7.127358400000008,13.65822890000002
2018-10-21,3.200049832291666,14.396754789583326,14.40254100104166,1017.3478362187501,0.8489668822916663,0.11414061666666664,0.5909960843749998,111.63742883958322,0.3318297958333335,26.884267466666643,46.722553862499986,0.049748125000000004,0.04729575729166666,1.0833333333333333,1.6770833333333333,1.84375,4.767789124999999,12.19511880520833,21.90557354999999,9.457076099999997,19.07803149999997
2018-10-22,3.930207898958333,14.103559327083325,12.87535019999999,1016.0107149062497,1.2824198802083333,0.2953598656249999,0.1771400864583332,213.9902650458333,0.4188197479166667,84.29053124270833,81.49780183645834,0.0069125083333333275,0.007048319791666659,1.0,1.71875,2.2604166666666665,4.7117915208333345,9.949550542708332,31.310448760416673,9.201022100000015,19.954252199999974
2018-10-23,3.600836716666667,9.196139248958332,10.184008470833334,1025.647837364583,1.1278434427083324,0.2669299843749999,0.031104183333333302,265.7373758947917,0.40276164791666663,72.30459595624997,53.22839940208332,-0.011092558333333344,-0.012405392708333329,1.0,1.84375,1.2395833333333333,4.972763136458332,10.026683307291666,13.287493433333331,7.8362951,11.079234100000003
2018-10-24,2.6229261218749986,10.377430647916665,11.978848469473675,1023.8299523125,0.6271994093749996,0.13722914583333337,13.66245211894737,195.69814857187487,0.2989277177083333,29.252737229166645,77.42871380744678,-0.00828248437499997,-0.011679483333333332,1.0208333333333333,1.8333333333333333,1.7083333333333333,5.557019871874999,11.225121078125,28.81740950425532,7.1132297999999965,12.755288099999994
